unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXD.04.3,PXD.04,20.0,unknown,Pakistan,5,165,2.5,2.5,3.0,4.0,4.0,After 02:00,Somewhat insensitive,Extremely important,Always,Once per week,Never,Non-smoker,Often,Quiet & private,Do them when asked,Prefer not to say,Similar daily routines,Extremely,Not at all compatible,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,4.0,2,5,5,3,1,0,4,1,2,,5,1,3,1,4,1,3,4,Student,4
PXD.04.4,PXD.04,29.0,unknown,India,187,177,3.5,3.0,4.0,2.5,3.0,22:00-00:00,Somewhat sensitive,Very important,Often,Several times per week,A few times per month,Non-smoker,Very often,Social & lively,Do them when asked,Compromise quickly,Not important / flexible,Moderately,Very compatible,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,2.0,4,4,3,4,3,0,5,4,2,2.0,3,4,3,4,4,1,5,4,Self-employed,4
PXD.04.2,PXD.04,23.0,unknown,India,309,82,3.0,4.0,3.0,2.0,3.0,00:00-02:00,Neutral,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Never,Balanced,Do my fair share,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Slightly compatible,Agree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,3.0,3,4,2,4,2,0,1,3,3,4.0,2,2,4,4,4,1,4,3,Student,4
PXD.05.3,PXD.05,21.0,male,France,36,97,3.5,4.0,4.0,3.5,3.5,After 02:00,Somewhat sensitive,Very important,Rarely,Once per week,A few times per month,Non-smoker,Sometimes,Very social,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Slightly compatible,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,4.0,4,4,1,3,3,0,3,5,3,3.0,2,2,5,4,5,4,4,3,Student,5
PXD.05.5,PXD.05,27.0,male,Chile,217,147,3.5,3.0,3.0,3.0,3.5,22:00-00:00,Somewhat insensitive,Moderately important,Often,Once per week,Once per week,Non-smoker,Often,Balanced,Do my fair share,Compromise quickly,Similar daily routines,Very,Not at all compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.0,2,3,3,3,4,0,4,3,3,2.0,4,1,3,3,3,3,3,3,Student,5
PXD.05.2,PXD.05,20.0,male,Mexico,248,116,2.0,2.0,3.0,3.5,3.5,00:00-02:00,Neutral,Very important,Often,Once per week,Rarely,Non-smoker,Sometimes,Mostly private,Do my fair share,Avoid confrontation,Being social and engaging,Very,Moderately compatible,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,3.0,3,4,3,3,2,0,3,2,3,1.0,4,3,4,1,5,4,2,1,Student,5
PXD.06.1,PXD.06,29.0,male,Turkey,217,147,3.0,3.0,2.0,3.0,2.0,After 02:00,Neutral,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Moderately,Slightly compatible,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,4.0,3,4,4,2,3,0,3,1,5,4.0,3,2,2,3,4,5,5,1,Student,3
PXD.06.2,PXD.06,22.0,unknown,Tanzania,248,134,3.0,2.5,4.0,3.5,2.5,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Once per week,Never,Non-smoker,Very often,Social & lively,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Slightly compatible,Disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Disagree,2.0,4,4,4,3,1,0,5,4,3,3.0,2,2,2,3,4,4,1,2,Student,3
PXD.06.3,PXD.06,29.0,male,Italy,340,24,3.0,3.0,3.0,2.5,3.5,Before 22:00,Somewhat sensitive,Moderately important,Most of the time,Every day,Once per week,Non-smoker,Very often,Balanced,Often take initiative,Avoid confrontation,Being social and engaging,Slightly,Extremely compatible,Strongly disagree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,1.0,4,3,4,5,4,0,5,3,4,1.0,2,5,1,4,4,5,4,3,Employed,3
PXD.07.2,PXD.07,20.0,male,France,36,97,3.0,2.0,2.0,2.5,2.5,22:00-00:00,Neutral,Extremely important,Sometimes,Never,Once per week,Non-smoker,Sometimes,Mostly private,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Very,Extremely compatible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,2.0,3,5,2,1,4,0,3,2,2,3.0,4,5,3,1,3,3,3,4,Student,5
PXD.07.3,PXD.07,22.0,unknown,South Korea,95,269,3.0,3.0,2.0,3.0,3.5,22:00-00:00,Neutral,Very important,Often,Once per week,A few times per month,Non-smoker,Sometimes,Social & lively,Often take initiative,Compromise quickly,Reliability in shared spaces,Very,Slightly compatible,Disagree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,2.0,3,4,3,3,3,0,3,4,4,2.0,4,2,2,5,2,4,2,3,Student,5
PXD.07.4,PXD.07,24.0,unknown,Unknown,217,147,3.5,2.5,3.5,3.0,2.0,00:00-02:00,Neutral,Extremely important,Often,Once per week,A few times per month,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Avoid confrontation,Being social and engaging,Moderately,Not at all compatible,Disagree,Strongly disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,5,3,3,3,0,3,1,5,1.0,3,1,2,1,4,5,3,3,Unknown,5
PXD.07.5,PXD.07,41.0,unknown,Namibia,187,177,3.5,2.5,2.0,2.5,2.0,After 02:00,Neutral,Very important,Rarely,Once per week,A few times per month,Non-smoker,Often,Balanced,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Moderately,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.0,3,4,1,3,3,0,4,3,5,3.0,3,2,3,3,4,3,4,5,Employed,5
PXD.07.1,PXD.07,22.0,male,Italy,279,85,2.0,2.5,3.0,3.0,3.5,After 02:00,Somewhat insensitive,Moderately important,Rarely,Several times per week,Rarely,Non-smoker,Rarely,Social & lively,Avoid them,"Be direct, even if uncomfortable",Not important / flexible,Slightly,Extremely compatible,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,4.0,2,3,1,4,2,0,2,4,1,4.0,2,5,2,5,3,3,4,5,Student,5
PXD.08.1,PXD.08,24.0,male,Bulgaria,126,245,3.5,2.0,3.5,2.5,2.5,00:00-02:00,Neutral,Very important,Sometimes,Never,A few times per month,Non-smoker,Often,Social & lively,Do my fair share,Try to solve problems through discussion,Similar daily routines,Extremely,Moderately compatible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,3.0,3,4,2,1,3,0,4,4,3,3.0,5,3,3,1,3,2,3,5,Student,4
PXD.08.3,PXD.08,28.0,unknown,India,279,85,2.5,3.5,3.5,4.0,2.5,Before 22:00,Neutral,Very important,Rarely,Rarely,A few times per month,Non-smoker,Often,Mostly private,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Slightly compatible,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,1.0,3,4,1,2,3,0,4,2,5,3.0,4,2,5,4,3,4,3,3,Employed,4
PXD.08.2,PXD.08,28.0,unknown,Germany,95,270,3.5,2.5,2.0,3.0,3.5,00:00-02:00,Neutral,Extremely important,Most of the time,Once per week,Never,Non-smoker,Often,Very social,Avoid them,Try to solve problems through discussion,Respect for boundaries,Not at all,Not at all compatible,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,3.0,3,5,4,3,1,0,4,5,1,3.0,1,1,4,1,1,4,5,4,Student,4
PXD.08.4,PXD.08,25.0,unknown,India,248,116,3.0,2.0,2.0,3.5,1.5,After 02:00,Neutral,Very important,Rarely,Once per week,Rarely,Non-smoker,Very often,Balanced,Often take initiative,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Very compatible,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,4.0,3,4,1,3,2,0,5,3,4,4.0,3,4,2,3,4,4,4,2,Student,4
PXD.09.2,PXD.09,19.0,male,Costa Rica,279,97,3.0,3.5,3.0,2.5,2.0,22:00-00:00,Neutral,Moderately important,Most of the time,Every day,A few times per month,Non-smoker,Never,Very social,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Moderately compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,2.0,3,3,4,5,3,0,1,5,5,4.0,4,3,5,5,4,3,4,5,Student,4
PXD.09.4,PXD.09,23.0,male,Netherlands,5,245,4.0,4.0,3.5,3.0,2.0,After 02:00,Somewhat insensitive,Very important,Always,Every day,Rarely,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Moderately,Not at all compatible,Agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,4.0,2,4,5,5,2,0,3,4,5,3.0,3,1,4,3,4,1,3,2,Student,4
PXD.09.3,PXD.09,23.0,unknown,China,340,24,3.0,2.5,3.0,2.5,2.0,00:00-02:00,Somewhat sensitive,Moderately important,Most of the time,Once per week,A few times per month,Non-smoker,Very often,Balanced,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Extremely compatible,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,3.0,4,3,4,3,3,0,5,3,3,4.0,3,5,1,2,5,4,4,4,Student,4
PXD.09.1,PXD.09,20.0,male,Colombia,279,97,3.5,4.0,2.5,2.5,3.0,22:00-00:00,Somewhat sensitive,Moderately important,Always,Every day,Never,Smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Extremely,Slightly compatible,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,2.0,4,3,5,5,1,1,3,3,3,3.0,5,2,2,5,1,4,4,4,Student,4
PXE.01.2,PXE.01,31.0,male,India,126,269,2.5,3.0,3.5,2.5,3.0,00:00-02:00,Neutral,Very important,Sometimes,Several times per week,A few times per month,Non-smoker,Often,Mostly private,Do my fair share,Compromise quickly,Similar daily routines,Very,Very compatible,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,3.0,3,4,2,4,3,0,4,2,3,2.0,4,4,3,5,1,3,4,5,Student,3
PXE.01.3,PXE.01,34.0,female,Iran,340,24,3.5,2.5,2.0,3.5,2.0,After 02:00,Somewhat insensitive,Extremely important,Often,Rarely,Rarely,Smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Similar daily routines,Moderately,Not at all compatible,Strongly agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,4.0,2,5,3,2,2,1,5,3,3,3.0,3,1,5,4,2,3,3,4,Employed,3
PXE.01.1,PXE.01,31.0,male,India,95,293,3.5,2.0,3.5,2.5,2.5,00:00-02:00,Very insensitive,Very important,Sometimes,Once per week,Several times per week,Smoker,Very often,Quiet & private,Avoid them,Try to solve problems through discussion,Similar daily routines,Slightly,Slightly compatible,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,3.0,1,4,2,3,5,1,5,1,1,3.0,2,2,4,3,2,3,3,2,Employed,3
PXE.02.2,PXE.02,23.0,female,India,309,56,3.5,4.0,3.5,2.0,3.0,22:00-00:00,Neutral,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Never,Balanced,Often take initiative,Try to solve problems through discussion,Respect for boundaries,Very,Very compatible,Neither agree nor disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,2.0,3,4,2,4,2,0,1,3,4,3.0,4,4,3,5,4,2,4,5,Student,2
PXE.02.1,PXE.02,26.0,male,Romania,309,55,3.0,3.0,2.5,2.5,3.0,After 02:00,Somewhat insensitive,Very important,Often,Several times per week,Never,Smoker,Rarely,Very social,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Slightly compatible,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,4.0,2,4,3,4,1,1,2,5,3,4.0,3,2,4,4,3,2,2,2,Student,2
PXE.03.2,PXE.03,22.0,male,Mexico,217,151,2.5,2.5,2.5,2.5,3.5,22:00-00:00,Neutral,Moderately important,Most of the time,Never,A few times per month,Non-smoker,Rarely,Balanced,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Slightly compatible,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,2.0,3,3,4,1,3,0,2,3,3,3.0,2,2,4,3,4,4,5,4,Student,4
PXE.03.4,PXE.03,27.0,male,Pakistan,340,24,3.0,2.5,3.0,2.5,2.5,Before 22:00,Neutral,Very important,Most of the time,Every day,A few times per month,Non-smoker,Sometimes,Mostly private,Do them when asked,Compromise quickly,Reliability in shared spaces,Not at all,Very compatible,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,1.0,3,4,4,5,3,0,3,2,2,2.0,1,4,3,4,1,2,2,3,Employed,4
PXE.03.3,PXE.03,25.0,male,France,248,140,3.5,1.5,2.0,3.5,2.0,22:00-00:00,Neutral,Very important,Sometimes,Several times per week,Never,Smoker,Never,Social & lively,Do them when asked,Compromise quickly,Reliability in shared spaces,Moderately,Moderately compatible,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,2.0,3,4,2,4,1,1,1,4,2,2.0,3,3,5,4,4,1,5,2,Job-seeking,4
PXE.03.1,PXE.03,20.0,male,Germany,187,177,3.0,4.5,2.5,3.0,3.5,00:00-02:00,Somewhat insensitive,Moderately important,Often,Never,Once per week,Smoker,Often,Quiet & private,Often take initiative,Try to solve problems through discussion,Similar daily routines,Very,Extremely compatible,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,3.0,2,3,3,1,4,1,4,1,4,3.0,4,5,5,4,2,3,4,4,Employed,4
PXE.04.3,PXE.04,26.0,female,Kenya,370,18,3.0,3.0,2.5,3.0,3.5,22:00-00:00,Neutral,Very important,Often,Once per week,Once per week,Non-smoker,Rarely,Social & lively,Often take initiative,Try to solve problems through discussion,Similar daily routines,Slightly,Moderately compatible,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,2.0,3,4,3,3,4,0,2,4,4,3.0,2,3,4,2,1,5,4,2,Student,4
PXE.04.4,PXE.04,23.0,female,Honduras,126,246,3.5,3.5,3.0,4.0,2.5,00:00-02:00,Somewhat sensitive,Extremely important,Rarely,Every day,Never,Non-smoker,Very often,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Slightly,Moderately compatible,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,3.0,4,5,1,5,1,0,5,3,3,2.0,2,3,5,2,5,5,2,1,Student,4
PXE.04.2,PXE.04,39.0,male,Germany,36,348,2.5,3.0,4.0,2.5,2.5,22:00-00:00,Very insensitive,Moderately important,Often,Several times per week,Never,Non-smoker,Rarely,Balanced,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Moderately,Not at all compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,2.0,1,3,3,4,1,0,2,3,2,4.0,3,1,4,3,3,2,1,4,Self-employed,4
PXE.04.1,PXE.04,24.0,female,India,187,194,2.5,2.5,3.0,2.5,4.0,22:00-00:00,Neutral,Slightly important,Most of the time,Every day,A few times per month,Non-smoker,Sometimes,Mostly private,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Slightly,Not at all compatible,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2.0,3,2,4,5,3,0,3,2,5,3.0,2,1,4,5,3,3,4,3,Student,4
PXE.05.2,PXE.05,33.0,unknown,India,156,208,3.0,2.5,2.5,2.5,2.5,22:00-00:00,Neutral,Moderately important,Rarely,Several times per week,Several times per week,Non-smoker,Sometimes,Balanced,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Very compatible,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,2.0,3,3,1,4,5,0,3,3,5,3.0,5,4,3,5,3,4,3,4,Employed,2
PXE.05.1,PXE.05,24.0,female,Unknown,217,147,3.0,3.0,2.5,3.0,2.5,22:00-00:00,Neutral,Very important,Rarely,Rarely,Once per week,Non-smoker,Sometimes,Very social,Do my fair share,Avoid confrontation,Reliability in shared spaces,Very,Not at all compatible,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,2.0,3,4,1,2,4,0,3,5,3,1.0,4,1,5,5,5,4,5,4,Unknown,2
PXE.06.2,PXE.06,27.0,unknown,Pakistan,36,147,4.0,4.5,3.5,2.5,3.0,22:00-00:00,Somewhat insensitive,Extremely important,Always,Several times per week,A few times per month,Non-smoker,Sometimes,Mostly private,Avoid them,Try to solve problems through discussion,Being social and engaging,Not at all,Extremely compatible,Agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,2.0,2,5,5,4,3,0,3,2,1,3.0,1,5,4,5,2,5,3,4,Employed,2
PXE.06.1,PXE.06,27.0,female,Italy,217,147,3.5,3.5,2.0,3.0,2.5,After 02:00,Somewhat insensitive,Extremely important,Often,Several times per week,Rarely,Smoker,Rarely,Mostly private,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Moderately compatible,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,4.0,2,5,3,4,2,1,2,2,3,3.0,2,3,4,1,5,4,5,4,Student,2
PXE.07.3,PXE.07,24.0,male,Unknown,309,55,3.0,3.0,3.5,2.0,2.5,22:00-00:00,Neutral,Moderately important,Rarely,Once per week,Once per week,Non-smoker,Very often,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Very,Moderately compatible,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,2.0,3,3,1,3,4,0,5,1,2,4.0,4,3,4,2,4,1,4,4,Unknown,4
PXE.07.4,PXE.07,38.0,male,Azerbaijan,95,277,2.0,2.5,3.5,2.0,2.0,22:00-00:00,Neutral,Moderately important,Most of the time,Several times per week,Rarely,Non-smoker,Rarely,Balanced,Often take initiative,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,2.0,3,3,4,4,2,0,2,3,4,3.0,2,3,3,1,2,4,1,2,Student,4
PXE.07.1,PXE.07,25.0,unknown,India,5,175,2.5,3.0,4.0,3.0,3.5,22:00-00:00,Very sensitive,Moderately important,Most of the time,Several times per week,Rarely,Smoker,Sometimes,Balanced,Do them when asked,Try to solve problems through discussion,Shared interests / personality fit,Very,Moderately compatible,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,2.0,5,3,4,4,2,1,3,3,2,3.0,4,3,4,2,2,3,2,4,Apprentice / Trainee,4
PXE.08.3,PXE.08,27.0,male,Unknown,340,49,2.5,3.5,3.5,3.0,4.0,Before 22:00,Neutral,Very important,Often,Once per week,Never,Smoker,Rarely,Quiet & private,Do them when asked,Compromise quickly,Reliability in shared spaces,Very,Very compatible,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,1.0,3,4,3,3,1,1,2,1,2,2.0,4,4,3,4,4,5,4,4,Employed,3
PXE.08.2,PXE.08,23.0,male,Hungary,36,309,3.5,3.0,3.5,2.5,2.0,After 02:00,Somewhat sensitive,Moderately important,Sometimes,Rarely,Several times per week,Non-smoker,Rarely,Very social,Do my fair share,Avoid confrontation,Respect for boundaries,Slightly,Not at all compatible,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,4.0,4,3,2,2,5,0,2,5,3,1.0,2,1,4,2,4,3,3,5,Student,3
PXE.08.1,PXE.08,30.0,male,Turkey,36,55,2.5,2.5,3.0,3.5,3.0,22:00-00:00,Somewhat insensitive,Extremely important,Rarely,Several times per week,A few times per month,Non-smoker,Never,Very social,Do them when asked,Try to solve problems through discussion,Shared interests / personality fit,Very,Very compatible,Agree,Disagree,Disagree,Agree,Agree,Agree,2.0,2,5,1,4,3,0,1,5,2,3.0,4,4,4,2,2,4,4,4,Employed,3
PXE.09.2,PXE.09,20.0,female,Germany,309,55,3.5,3.5,4.0,3.0,2.5,22:00-00:00,Neutral,Moderately important,Most of the time,Several times per week,Never,Non-smoker,Never,Social & lively,Do my fair share,Avoid confrontation,Respect for boundaries,Very,Not at all compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,2.0,3,3,4,4,1,0,1,4,3,1.0,4,1,3,5,5,4,1,3,Student,2
PXE.09.1,PXE.09,22.0,male,Luxembourg,309,55,3.5,3.0,4.0,2.0,2.5,22:00-00:00,Neutral,Slightly important,Rarely,Every day,Rarely,Non-smoker,Often,Very social,Do them when asked,Try to solve problems through discussion,Being social and engaging,Moderately,Extremely compatible,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2.0,3,2,1,5,2,0,4,5,2,3.0,3,5,4,3,4,5,3,3,Student,2
PXE.10.2,PXE.10,36.0,unknown,Pakistan,187,190,3.0,2.0,3.0,2.0,3.5,22:00-00:00,Very insensitive,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Often,Quiet & private,Do my fair share,Try to solve problems through discussion,Similar daily routines,Extremely,Moderately compatible,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,2.0,1,4,2,4,2,0,4,1,3,3.0,5,3,3,5,2,4,5,2,Student,2
PXE.10.1,PXE.10,22.0,male,Russia,279,85,3.5,3.0,3.5,3.0,2.5,After 02:00,Somewhat sensitive,Extremely important,Rarely,Several times per week,Several times per week,Non-smoker,Sometimes,Balanced,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Very compatible,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,4.0,4,5,1,4,5,0,3,3,3,4.0,2,4,5,2,5,3,1,3,Student,2
PXE.11.1,PXE.11,24.0,unknown,India,309,55,3.0,3.0,3.0,1.5,2.5,22:00-00:00,Somewhat insensitive,Very important,Sometimes,Several times per week,Never,Non-smoker,Sometimes,Quiet & private,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Very compatible,Disagree,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,2.0,2,4,2,4,1,0,3,1,3,3.0,2,4,2,1,2,5,3,4,Student,4
PXE.11.4,PXE.11,20.0,female,Turkey,156,208,3.5,3.0,3.5,4.0,3.0,22:00-00:00,Neutral,Very important,Most of the time,Several times per week,Once per week,Non-smoker,Rarely,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Similar daily routines,Not at all,Slightly compatible,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,2.0,3,4,4,4,4,0,2,3,5,4.0,1,2,3,5,4,4,5,4,Student,4
PXE.11.3,PXE.11,24.0,unknown,Nigeria,217,164,4.0,3.5,3.5,2.0,3.0,22:00-00:00,Somewhat sensitive,Slightly important,Most of the time,Rarely,Rarely,Non-smoker,Never,Balanced,Do my fair share,Prefer not to say,Reliability in shared spaces,Slightly,Moderately compatible,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,2.0,4,2,4,2,2,0,1,3,3,,2,3,1,4,2,3,2,4,Employed,4
PXE.11.2,PXE.11,30.0,female,Azerbaijan,217,147,3.0,3.5,3.0,2.5,2.5,00:00-02:00,Neutral,Extremely important,Always,Several times per week,A few times per month,Non-smoker,Rarely,Balanced,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Very compatible,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,3.0,3,5,5,4,3,0,2,3,3,4.0,4,4,2,5,5,4,5,2,Student,4
PXE.12.2,PXE.12,27.0,unknown,India,5,176,4.0,3.5,2.0,2.0,2.5,00:00-02:00,Neutral,Extremely important,Sometimes,Several times per week,A few times per month,Non-smoker,Very often,Quiet & private,Often take initiative,Avoid confrontation,Similar daily routines,Very,Very compatible,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,3.0,3,5,2,4,3,0,5,1,4,1.0,4,4,3,2,1,4,5,4,Employed,4
PXE.12.4,PXE.12,21.0,male,France,36,91,3.0,3.0,3.0,3.0,2.5,After 02:00,Somewhat sensitive,Very important,Rarely,Several times per week,A few times per month,Smoker,Never,Balanced,Take responsibility for most,Compromise quickly,Reliability in shared spaces,Moderately,Extremely compatible,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Agree,4.0,4,4,1,4,3,1,1,3,5,2.0,3,5,5,2,2,5,4,4,Student,4
PXE.13.2,PXE.13,28.0,female,Italy,217,165,3.0,2.5,4.0,3.0,3.0,22:00-00:00,Neutral,Moderately important,Often,Rarely,Never,Non-smoker,Rarely,Mostly private,Do them when asked,Try to solve problems through discussion,Not important / flexible,Slightly,Very compatible,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,2.0,3,3,3,2,1,0,2,2,2,3.0,2,4,5,2,3,2,4,3,Employed,2
PXE.13.1,PXE.13,20.0,male,Morocco,217,147,1.5,3.5,3.5,4.5,3.0,00:00-02:00,Somewhat insensitive,Extremely important,Most of the time,Several times per week,Rarely,Non-smoker,Often,Quiet & private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Not at all,Not at all compatible,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,3.0,2,5,4,4,2,0,4,1,3,3.0,1,1,1,1,2,5,4,4,Student,2
PXE.14.1,PXE.14,27.0,female,Turkey,5,359,3.0,3.5,3.5,2.5,3.0,22:00-00:00,Very sensitive,Extremely important,Always,Once per week,Once per week,Non-smoker,Sometimes,Mostly private,Often take initiative,Avoid confrontation,Reliability in shared spaces,Extremely,Slightly compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,2.0,5,5,5,3,4,0,3,2,4,1.0,5,2,3,5,5,3,3,5,Student,1
PXE.15.2,PXE.15,29.0,male,India,36,55,3.0,3.5,3.5,3.5,3.0,00:00-02:00,Neutral,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Very often,Balanced,Do them when asked,Compromise quickly,Reliability in shared spaces,Moderately,Very compatible,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,3.0,3,4,2,4,2,0,5,3,2,2.0,3,4,3,1,5,3,2,2,Student,4
