Apartment,Sleep_schedule,Noise_sensitivity,Cleanliness,Cleanliness_2,Cooking_at_home,Guests_over,Smoking,Alcohol,Vibe,Chores,Conflict,FlatmateFactors_Priority,Compatibility_Importance,Compatibility_OverallRating,Compat_DailyRoutines,Compat_Tidiness,Compat_Noise,Compat_Interaction,Compat_Conflict,Compat_Relaxedness,Unit,Gender,Age,Occupation,Nationality,LengthOfStay_days,RemainingStay_days,ApartmentSize,Emotional_Stability,Extraversion,Openness,Conscientiousness,Agreeableness,Noise_sensitivity_num,Cleanliness_num,Cleanliness_2_num,Cooking_at_home_num,Guests_over_num,Alcohol_num,Vibe_num,Chores_num,Compatibility_Importance_num,Compatibility_OverallRating_num,Smoking_num,Cluster_Task2,PC1,PC2,PC3,PC4,PC5,PC6,fit_distance
C.33,00:00-02:00,Somewhat sensitive,Extremely important,Most of the time,Once per week,Rarely,Non-smoker,Sometimes,Balanced,Often take initiative,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Very compatible,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,C.33.1,male,25.0,Student,Mexico,208,156,3,2.5,3.0,2.5,2.5,3.0,4,5,4,3,2,3,3,4,4,4.0,0,0,0.5879317197935797,0.3469612569996632,-0.4736526122379282,-0.49288816921015927,0.42792177788453334,1.3474088934973105,1.6769371526121493
C.34,After 02:00,Neutral,Very important,Sometimes,Never,Never,Non-smoker,Rarely,Social & lively,Take responsibility for most,"Be direct, even if uncomfortable",Respect for boundaries,Very,Not at all compatible,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly disagree,C.34.2,female,29.0,Employed,United States,24,340,2,3.5,3.5,2.5,2.5,4.0,3,4,2,1,1,2,4,5,4,1.0,0,2,-1.78578200228666,-0.17511786511776975,0.3788625376726348,1.5908767429232895,-0.3511508274728206,0.5278971036351442,2.842474239180297
C.34,00:00-02:00,Somewhat insensitive,Very important,Sometimes,Rarely,Rarely,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Avoid confrontation,Similar daily routines,Extremely,Moderately compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,C.34.1,unknown,35.0,Student,Bangladesh,361,5,2,4.0,2.5,3.5,4.0,4.0,2,4,2,2,2,3,4,5,5,3.0,0,0,3.8148244351977976,0.05362307650780251,1.104009574279243,2.163204477407142,-0.5083531244807281,0.6742340200404272,2.842474239180297
C.41,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Rarely,Social & lively,Take responsibility for most,Compromise quickly,Similar daily routines,Extremely,Slightly compatible,Agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,C.41.2,male,22.0,Employed,Nigeria,85,279,2,2.5,3.5,2.0,3.5,3.5,4,4,4,2,3,2,4,5,5,2.0,0,1,-1.1478566300279531,1.2988002793147921,0.2049026471372459,0.31850731260458615,0.6148677303461748,1.7062763583048635,0.0
C.42,00:00-02:00,Neutral,Very important,Often,Once per week,Rarely,Smoker,Sometimes,Mostly private,Take responsibility for most,"Be direct, even if uncomfortable",Not important / flexible,Moderately,Moderately compatible,Agree,Strongly disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,C.42.3,female,25.0,Student,Spain,147,217,3,2.5,3.5,3.0,3.0,2.0,3,4,3,3,2,3,2,5,3,3.0,1,3,-0.15682733669148405,-0.08686660861751469,0.42577536266791743,-0.42682875425408484,-0.4794449673434678,0.3430515941944934,1.490112372571434
C.42,00:00-02:00,Somewhat sensitive,Very important,Often,Never,A few times per month,Non-smoker,Rarely,Social & lively,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Extremely compatible,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,C.42.2,male,21.0,Student,Switzerland,55,309,3,3.0,3.0,3.0,3.0,1.5,4,4,3,1,3,2,4,3,3,5.0,0,2,-1.995977327547377,-1.7971897515456883,-1.1911723534367695,0.18174786228241513,-0.3513291080824929,0.9870612124332637,2.4045639635407867
C.42,22:00-00:00,Somewhat insensitive,Moderately important,Sometimes,Rarely,Rarely,Non-smoker,Rarely,Balanced,Avoid them,Try to solve problems through discussion,Respect for boundaries,Extremely,Not at all compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,C.42.1,male,23.0,Student,France,328,36,3,2.5,3.0,3.5,2.5,3.0,2,3,2,2,2,2,3,1,5,1.0,0,0,2.1654970702085,-1.148826075210614,-0.9697444366070125,-0.033821025147037026,0.7415568568132258,-0.7091924006892075,2.506192342301076
C.43,After 02:00,Neutral,Extremely important,Sometimes,Every day,A few times per month,Non-smoker,Rarely,Social & lively,Often take initiative,Compromise quickly,Similar daily routines,Moderately,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,C.43.1,unknown,19.0,Student,Ukraine,86,279,4,3.0,2.5,3.5,1.5,4.0,3,5,2,5,3,2,4,4,3,2.0,0,1,-1.2885075295570696,0.6211265483300207,-1.3012948432991944,0.9239018847881918,0.6795138789956595,1.3689748790869507,2.7578056743555064
C.43,22:00-00:00,Somewhat insensitive,Extremely important,Rarely,Every day,Rarely,Non-smoker,Rarely,Quiet & private,Do my fair share,"Be direct, even if uncomfortable",Shared interests / personality fit,Not at all,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,C.43.4,female,30.0,Self-employed,Turkey,269,5,4,3.5,4.0,3.0,3.0,2.5,2,5,1,5,2,2,1,3,1,2.0,0,0,2.1638921717089636,-1.5408763494685946,-0.5695281632292164,0.054428187310885605,0.05599442555040395,-1.9805174496885243,2.834188686217251
C.43,00:00-02:00,Neutral,Very important,Sometimes,Never,Once per week,Non-smoker,Sometimes,Balanced,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Extremely,Slightly compatible,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,C.43.3,male,22.0,Student,France,97,36,4,2.5,1.5,2.5,2.5,2.5,3,4,2,1,4,3,3,2,5,2.0,0,0,0.5414800733163658,-1.2395990747523944,-0.09869352389334228,0.877482006878182,0.2657328524564113,0.680042777822525,1.3564804567652837
C.43,22:00-00:00,Neutral,Very important,Rarely,Several times per week,Rarely,Non-smoker,Rarely,Social & lively,Avoid them,Avoid confrontation,Similar daily routines,Slightly,Not at all compatible,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,C.43.2,male,24.0,Student,Italy,97,279,4,2.5,2.5,2.0,3.0,2.5,3,4,1,4,2,2,4,1,2,1.0,0,2,-1.2672046586288703,-0.9750498118696673,-0.2673899925643925,0.26640789781865565,-0.2951370114427914,-1.4228651229982525,1.8143163634730723
C.44,22:00-00:00,Somewhat insensitive,Moderately important,Often,Several times per week,Once per week,Smoker,Rarely,Social & lively,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Slightly,Moderately compatible,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,C.44.2,female,24.0,Student,Spain,97,279,2,3.5,3.0,4.0,2.5,2.5,2,3,3,4,4,2,4,3,2,3.0,1,2,-1.0807297956771753,-0.5028899403062301,-0.028070667453046434,0.6876909013512554,-1.421968856103042,1.069492591337544,0.8659452274088556
C.44,22:00-00:00,Somewhat sensitive,Extremely important,Sometimes,Every day,Rarely,Non-smoker,Often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Moderately,Moderately compatible,Disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly disagree,C.44.1,male,32.0,Job-seeking,India,55,309,2,4.0,3.0,2.5,3.0,2.5,4,5,2,5,2,4,3,3,3,3.0,0,2,-0.8811729338736625,-0.773652458215576,0.8761288852009068,-0.369781040789266,-0.7537973157496143,0.35954025595234695,0.8659452274088555
C.51,00:00-02:00,Neutral,Extremely important,Most of the time,Several times per week,Never,Non-smoker,Very often,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,C.51.1,unknown,33.0,Employed,Pakistan,55,309,1,3.0,3.5,4.0,2.0,4.0,3,5,4,4,1,5,1,2,2,2.0,0,3,-0.6906345070311556,-0.821237303074289,1.5259120090452523,-2.8420440468378674,-0.8931411522381442,0.6896793987414349,0.0
C.52,22:00-00:00,Somewhat insensitive,Extremely important,Most of the time,Once per week,Never,Non-smoker,Rarely,Mostly private,Often take initiative,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree,C.52.2,male,22.0,Student,Netherlands,85,279,4,3.0,3.0,2.5,2.0,2.0,2,5,4,3,1,2,2,4,2,3.0,0,2,-1.345915373836638,-0.8389156715716892,-1.2330900079144398,0.22800500433317825,-0.917428819226983,-0.6795587041746837,1.6323432459026503
C.52,00:00-02:00,Neutral,Very important,Sometimes,Rarely,A few times per month,Non-smoker,Very often,Quiet & private,Take responsibility for most,Compromise quickly,Not important / flexible,Slightly,Very compatible,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,C.52.1,male,32.0,Employed,Colombia,147,217,4,3.0,3.0,3.0,3.0,3.0,3,4,2,2,3,5,1,5,2,4.0,0,3,0.6410463942532177,-0.8352342376106688,1.0657313678830234,-0.5469319628535139,-0.9737127247250954,-0.11839217087489769,2.2948550546798274
C.52,22:00-00:00,Very sensitive,Slightly important,Often,Rarely,Never,Smoker,Often,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Moderately compatible,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,C.52.4,male,22.0,Student,Spain,55,309,4,4.0,3.0,2.0,3.0,3.0,5,2,3,2,1,4,2,3,2,3.0,1,3,-1.9461068346044974,1.5379615385255343,0.9581150159973268,-0.028328570764641833,-2.199242658541125,-0.6791035905142411,2.4312303876539225
C.52,22:00-00:00,Somewhat insensitive,Slightly important,Sometimes,Every day,Never,Non-smoker,Rarely,Social & lively,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Moderately compatible,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,C.52.3,male,27.0,Employed,Colombia,147,217,4,3.5,4.0,2.5,3.0,2.5,2,2,2,5,1,2,4,2,2,3.0,0,2,-0.44380694036701385,0.11204972148140933,-1.2127521661555212,0.013739388071248694,-0.9840503491526902,-2.7989708073336867,2.1052227291869254
C.53,00:00-02:00,Very sensitive,Very important,Often,Once per week,A few times per month,Non-smoker,Rarely,Very social,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Extremely,Slightly compatible,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,C.53.1,male,29.0,Employed,India,208,156,3,3.0,3.0,3.0,3.5,3.5,5,4,3,3,3,2,5,5,5,2.0,0,0,0.8556764948746389,1.1134829914560005,-0.6894635470965633,0.5294870037083865,0.4886537188108414,2.369674862684993,2.3163891309703097
C.53,22:00-00:00,Neutral,Very important,Often,Every day,Once per week,Smoker,Sometimes,Mostly private,Do them when asked,Compromise quickly,Reliability in shared spaces,Slightly,Very compatible,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,C.53.2,male,,Unknown,Unknown,106,279,3,3.5,3.0,2.5,3.5,4.5,3,4,3,5,4,3,2,2,2,4.0,1,3,-0.6871842262800649,1.8219680291733444,2.612236767910058,0.2087865767422411,-0.5228873738566862,0.33239002436996085,2.6315670272766707
C.53,00:00-02:00,Neutral,Very important,Rarely,Once per week,Several times per week,Non-smoker,Often,Balanced,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,C.53.3,male,30.0,Job-seeking,Mexico,177,187,3,4.0,2.5,3.5,3.5,2.5,3,4,1,3,5,4,3,2,4,3.0,0,0,1.0092018180154274,-1.8536605911833464,0.97570461377409,0.5394030925823721,-0.015069597803204802,0.6391034680114899,2.349769854293937
C.54,After 02:00,Neutral,Extremely important,Often,Every day,Rarely,Non-smoker,Often,Social & lively,Do my fair share,Compromise quickly,Being social and engaging,Moderately,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,C.54.1,unknown,28.0,Student,Pakistan,177,187,2,2.5,3.0,3.0,3.0,3.0,3,5,3,5,2,4,4,3,3,2.0,0,0,0.5425863133463489,-0.09850258901871513,0.5059962656544983,-0.9565850117364287,0.21619911635922637,0.6251402073399459,1.675772379618955
C.54,22:00-00:00,Somewhat sensitive,Extremely important,Sometimes,Every day,Several times per week,Non-smoker,Rarely,Balanced,Take responsibility for most,Compromise quickly,Similar daily routines,Slightly,Extremely compatible,Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,C.54.2,male,29.0,Employed,Germany,144,248,2,3.5,3.5,4.0,2.0,2.5,4,5,2,5,5,2,3,5,2,5.0,0,2,-0.1951741441750098,-1.4512061697534206,-1.4802864853213047,-0.10513928864377421,-0.14882806974169802,2.6389006127434644,1.6757723796189548
C.61,00:00-02:00,Neutral,Extremely important,Sometimes,Once per week,Once per week,Smoker,Rarely,Balanced,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Moderately compatible,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,C.61.1,female,23.0,Student,Unknown,147,36,3,3.5,3.0,2.0,2.5,2.0,3,5,2,3,4,2,3,5,4,3.0,1,0,0.5782195100072697,-0.3554747817725372,0.21580688330013792,2.304628741655939,0.39193489477543675,1.2276463415041257,1.2104349650601196
C.61,Before 22:00,Neutral,Very important,Rarely,Once per week,Several times per week,Smoker,Rarely,Social & lively,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Not at all,Moderately compatible,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,C.61.2,male,27.0,Employed,Russia,297,5,3,3.5,3.0,2.5,2.5,3.0,3,4,1,3,5,2,4,5,1,3.0,1,0,1.795678125149239,-0.3716686400558506,0.1081427720794831,2.807497121709086,-0.5991131240806022,1.2866400169618981,1.6613165047855973
C.61,22:00-00:00,Neutral,Moderately important,Rarely,Once per week,Rarely,Non-smoker,Often,Balanced,Do them when asked,Compromise quickly,Respect for boundaries,Slightly,Moderately compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,C.61.3,male,23.0,Employed,India,120,5,3,3.0,3.0,2.5,2.5,3.5,3,3,1,3,2,4,3,2,2,3.0,0,0,0.5329572489618359,-0.24588687527444422,0.18369209116635205,0.07520705033563348,-0.3585668121826603,-1.2334482009048724,2.391162551745917
C.62,After 02:00,Somewhat insensitive,Very important,Often,Several times per week,Never,Non-smoker,Sometimes,Quiet & private,Do them when asked,Try to solve problems through discussion,Similar daily routines,Slightly,Slightly compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,C.62.3,male,31.0,Employed,Greece,177,36,3,2.0,2.5,3.5,3.5,2.0,2,4,3,4,1,3,1,2,2,2.0,0,0,1.807391421634662,-1.4299095913966557,0.02006826337899743,-2.080573391250809,-1.4957372129900055,-1.4606179836437152,2.4569097911223166
C.62,00:00-02:00,Somewhat sensitive,Very important,Always,Several times per week,Rarely,Non-smoker,Rarely,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Disagree,C.62.1,male,27.0,Employed,Unknown,326,67,3,3.0,3.0,3.0,3.5,3.0,4,4,5,4,2,2,2,2,4,2.0,0,0,2.2699506047701217,0.7769939651753965,-0.6347309901015081,-1.3357274260421947,-0.3740418639879748,0.5770728732329155,1.5453555977335254
C.62,After 02:00,Neutral,Extremely important,Often,Several times per week,Once per week,Non-smoker,Sometimes,Very social,Often take initiative,Try to solve problems through discussion,Respect for boundaries,Very,Slightly compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,C.62.2,male,30.0,Job-seeking,Canada,161,217,3,2.5,3.5,4.0,5.0,2.5,3,5,3,4,4,3,5,4,4,2.0,0,0,0.6720274249879536,-0.40935456922096825,0.698494365387454,-0.6340992561207688,1.2422844568738567,1.3759745760400286,2.3174841803100175
CU.11,22:00-00:00,Neutral,Extremely important,Often,Several times per week,Once per week,Non-smoker,Often,Balanced,Often take initiative,Try to solve problems through discussion,Not important / flexible,Extremely,Very compatible,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,CU.11.1,unknown,22.0,Student,India,97,36,5,1.5,3.0,3.5,3.5,2.5,3,5,3,4,4,4,3,4,5,4.0,0,0,0.9194189969193954,0.2803399313995396,-0.11781785062560701,-1.4290873152545864,2.227468884796338,0.867860027356353,2.461044687372164
CU.11,22:00-00:00,Neutral,Very important,Rarely,Once per week,Once per week,Non-smoker,Often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Moderately,Slightly compatible,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,CU.11.2,unknown,24.0,Student,India,208,156,5,2.5,3.5,3.0,3.0,3.0,3,4,1,3,4,4,3,3,3,2.0,0,0,0.6801150491170014,-0.653715693436468,0.054109573776709934,-0.20628057795947255,1.4790022122351918,-0.4074120720547375,1.798903281509812
CU.11,After 02:00,Somewhat insensitive,Very important,Sometimes,Every day,Never,Non-smoker,Rarely,Balanced,Do them when asked,Compromise quickly,Similar daily routines,Slightly,Very compatible,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,CU.11.3,male,23.0,Student,India,297,5,5,2.5,1.5,2.5,3.0,3.5,2,4,2,5,1,2,3,2,2,4.0,0,0,2.218069902417694,0.8192608043735684,-0.6632571344409212,0.7615114860056945,-0.896970281361727,-1.7485462747477756,2.817874442129634
CU.11,22:00-00:00,Somewhat sensitive,Very important,Sometimes,Once per week,A few times per month,Smoker,Rarely,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Respect for boundaries,Extremely,Slightly compatible,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,CU.11.4,unknown,21.0,Student,India,24,340,5,3.0,2.0,2.0,3.0,3.5,4,4,2,3,3,2,1,5,5,2.0,1,3,-1.5404695129361796,1.858064613247478,1.1710061513500285,1.158915680628626,-0.34026869254620334,0.7460322183032627,3.338797016828061
CU.11,00:00-02:00,Neutral,Moderately important,Always,Several times per week,A few times per month,Non-smoker,Rarely,Mostly private,Do my fair share,Avoid confrontation,Not important / flexible,Moderately,Not at all compatible,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,CU.11.5,unknown,24.0,Job-seeking,South Korea,132,5,5,2.0,3.0,3.0,3.5,3.0,3,3,5,4,3,2,2,3,3,1.0,0,0,1.0549318206823068,1.4884082966333596,-1.0333696387216968,-1.5833672104802266,-0.44233395479174803,-0.30648829982771186,2.0028541027218827
CU.12,22:00-00:00,Somewhat sensitive,Very important,Rarely,Once per week,Once per week,Non-smoker,Rarely,Mostly private,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Extremely,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,CU.12.2,male,24.0,Student,Brazil,85,5,4,3.0,3.0,2.0,3.0,3.0,4,4,1,3,4,2,2,5,5,2.0,0,0,0.751312346425634,0.34421579731213525,-0.45575744574247345,1.031859363556853,0.8683408283386985,0.5149421925044902,1.261038994493037
CU.12,00:00-02:00,Neutral,Extremely important,Rarely,Every day,Once per week,Non-smoker,Never,Mostly private,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Extremely,Very compatible,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,CU.12.4,male,21.0,Student,Unknown,85,36,4,4.0,3.5,2.5,3.5,3.0,3,5,1,5,4,1,2,3,5,4.0,0,0,0.4839845247940586,0.0934287041490415,-0.28697549250787996,1.333152700130772,1.7411506905939371,-0.3307953570443187,1.3549041528900894
CU.12,After 02:00,Somewhat insensitive,Very important,Sometimes,Several times per week,A few times per month,Non-smoker,Never,Social & lively,Take responsibility for most,Compromise quickly,Similar daily routines,Very,Very compatible,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,CU.12.1,female,39.0,Student,Turkey,179,187,4,3.0,3.0,2.5,2.5,3.0,2,4,2,4,3,1,4,5,4,4.0,0,0,1.0653061836013928,-0.4392566579028832,-0.7702643674711275,1.4608036840151999,-0.5204375512444298,0.20925977344510668,2.142585643404931
CU.12,00:00-02:00,Somewhat sensitive,Extremely important,Rarely,Never,A few times per month,Non-smoker,Sometimes,Balanced,Do them when asked,Try to solve problems through discussion,Being social and engaging,Very,Slightly compatible,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,CU.12.3,male,35.0,Employed,Egypt,99,279,4,1.5,4.5,3.5,4.0,3.0,4,5,1,1,3,3,3,2,4,2.0,0,3,-0.4132350738126518,-2.3032644179690602,1.1934642492715517,-1.955106240574788,2.4666019461347957,0.2124150159463412,3.6088519722770327
CU.21,22:00-00:00,Somewhat insensitive,Slightly important,Rarely,Once per week,Never,Non-smoker,Sometimes,Social & lively,Do my fair share,Try to solve problems through discussion,Not important / flexible,Moderately,Moderately compatible,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,CU.21.1,male,21.0,Student,Germany,85,279,5,2.5,3.0,2.0,3.0,3.0,2,2,1,3,1,3,4,3,3,3.0,0,2,-1.2882247965392608,0.5846574729956284,-0.3977720831202416,0.6186753680984822,-0.4213880141538568,-2.707950483461026,2.94755157089003
CU.21,22:00-00:00,Neutral,Very important,Sometimes,Several times per week,Several times per week,Non-smoker,Often,Mostly private,Do them when asked,Try to solve problems through discussion,Not important / flexible,Very,Extremely compatible,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,CU.21.5,unknown,35.0,Student,Iran,328,36,5,3.0,3.0,3.5,2.0,2.5,3,4,2,4,5,4,2,2,4,5.0,0,0,3.0441259254689643,-1.5541658257144144,-0.6060253296670277,-0.8430853336967609,0.7220200187019061,0.5160092060199922,3.3756268098355737
CU.21,22:00-00:00,Neutral,Very important,Most of the time,Several times per week,Once per week,Non-smoker,Very often,Quiet & private,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Moderately compatible,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,CU.21.2,male,20.0,Student,Ecuador,247,126,5,2.5,3.0,3.0,3.0,2.5,3,4,4,4,4,5,1,3,5,3.0,0,0,1.5569627080600643,0.6947748788768976,0.041924724268309864,-1.7430685088984335,1.1942947391367906,0.12200499184931173,2.532153641590973
CU.21,22:00-00:00,Somewhat insensitive,Moderately important,Sometimes,Once per week,Rarely,Non-smoker,Often,Social & lively,Often take initiative,Compromise quickly,Being social and engaging,Slightly,Moderately compatible,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,CU.21.4,unknown,22.0,Student,Turkey,328,36,5,2.5,2.5,2.5,3.0,4.0,2,3,2,3,2,4,4,4,2,3.0,0,0,2.1391576440016586,1.3566511340213767,-0.1000446766980673,1.0999067381824537,-0.2297807320255865,-1.2531598934036459,1.9907562651852782
CU.21,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Several times per week,Never,Non-smoker,Sometimes,Mostly private,Often take initiative,Try to solve problems through discussion,Not important / flexible,Slightly,Slightly compatible,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,CU.21.3,unknown,27.0,Employed,Mexico,85,279,5,3.5,2.5,2.0,4.0,2.5,2,5,2,4,1,3,2,4,2,2.0,0,3,-0.5148093659248568,-0.07091602450870838,0.9288519809873818,0.9019805378222457,-1.039368556304772,-2.1027603926900835,2.501429235233611
CU.22,00:00-02:00,Neutral,Extremely important,Rarely,Once per week,Once per week,Non-smoker,Rarely,Quiet & private,Do my fair share,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Not at all compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,CU.22.1,male,23.0,Employed,Germany,24,340,4,2.5,3.5,3.0,3.5,3.0,3,5,1,3,4,2,1,3,2,1.0,0,2,-1.684876445274689,-1.3833187632209247,0.6279592853783542,-0.5095242336650211,0.7234732331112794,-0.34706207472362227,1.976443258835034
CU.22,After 02:00,Somewhat insensitive,Extremely important,Always,Once per week,Never,Non-smoker,Often,Quiet & private,Do them when asked,Prefer not to say,Similar daily routines,Extremely,Not at all compatible,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,CU.22.3,unknown,20.0,Student,Pakistan,165,5,4,4.0,2.5,4.0,3.0,2.5,2,5,5,3,1,4,1,2,5,1.0,0,0,1.547441779190827,-0.123049658496437,-0.05662063530757858,-0.6303337981634098,0.10074263828900458,-0.3524768196105291,1.848298608312284
CU.22,22:00-00:00,Somewhat sensitive,Very important,Often,Several times per week,A few times per month,Non-smoker,Very often,Social & lively,Do them when asked,Compromise quickly,Not important / flexible,Moderately,Very compatible,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,CU.22.4,unknown,29.0,Self-employed,India,177,187,4,2.5,3.5,3.0,4.0,3.0,4,4,3,4,3,5,4,2,3,4.0,0,3,0.5545364317636406,0.2960653799132477,0.9867915894983251,-1.7742117824403056,0.8138988131034495,0.058646798691166936,1.596633547178299
CU.22,00:00-02:00,Neutral,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Never,Balanced,Do my fair share,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Slightly compatible,Agree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,CU.22.2,unknown,23.0,Student,India,82,309,4,2.0,3.0,3.0,3.0,4.0,3,4,2,4,2,1,3,3,2,2.0,0,1,-1.3535168104605455,0.526372073691188,-0.4872347086823037,-0.32927591960309893,-0.022160109719136248,-0.36371144484397816,1.6539422471064436
CU.31,After 02:00,Somewhat sensitive,Very important,Rarely,Once per week,A few times per month,Non-smoker,Sometimes,Very social,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Slightly compatible,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,CU.31.3,male,21.0,Student,France,97,36,5,3.5,3.5,3.5,4.0,4.0,4,4,1,3,3,3,5,3,2,2.0,0,1,0.013520036971042355,0.6840847834954231,-0.07045914862106063,0.976700898452018,1.276780001749824,-0.11769794984941045,1.3870797841335571
CU.31,22:00-00:00,Somewhat insensitive,Moderately important,Often,Once per week,Once per week,Non-smoker,Often,Balanced,Do my fair share,Compromise quickly,Similar daily routines,Very,Not at all compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,CU.31.5,male,27.0,Student,Chile,147,217,5,3.0,3.5,3.5,3.0,3.0,2,3,3,3,4,4,3,3,4,1.0,0,0,0.30537759145452126,-0.055863245754014024,0.05047241763355597,-0.49038885129859483,0.5451731093385238,-0.37768174897282275,0.8478109470992005
